symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
BG,Bunge Global SA,89.66,12.52B,54.50B,1.15B,139.63M,7.96,11.26,10.41,$2.72 (3.03%),"Feb 18, 2025","1,228,416",88.37,88.44,88.04 - 90.03,82.18 - 114.92,0.65,Buy,118.00 (+31.61%),"Oct 30, 2024",Farm Products,Consumer Staples,1818,NYSE,"22,000",https://www.bunge.com
SOLV,Solventum Corporation,71.49,12.35B,8.22B,720.00M,172.75M,4.16,17.17,13.29,n/a,n/a,"511,638",71.61,71.61,70.57 - 71.92,47.16 - 77.17,n/a,Hold,68.00 (-4.88%),"Dec 3, 2024",Health Information Services,Healthcare,2023,NYSE,"20,098",https://www.solventum.com
ALLE,Allegion plc,140.39,12.20B,3.72B,572.00M,86.93M,6.50,21.60,18.50,$1.92 (1.37%),"Sep 20, 2024","610,836",141.75,142.67,139.50 - 142.48,103.19 - 156.10,1.12,Hold,144.60 (+3.0%),"Oct 24, 2024",Security & Protection Services,Industrials,2013,NYSE,"12,400",https://www.allegion.com
EMN,Eastman Chemical Company,104.97,12.16B,9.34B,885.00M,115.86M,7.47,14.06,12.66,$3.24 (3.09%),"Sep 16, 2024","823,035",105.84,105.84,104.35 - 106.20,80.71 - 114.50,1.46,Buy,112.86 (+7.52%),"Oct 31, 2024",Specialty Chemicals,Materials,"Oct 10, 1993",NYSE,"14,000",https://www.eastman.com
NCLH,Norwegian Cruise Line Holdings Ltd.,27.18,11.95B,9.36B,549.24M,439.71M,1.25,21.74,13.67,n/a,n/a,"7,302,019",27.02,27.15,26.95 - 27.64,14.14 - 28.11,2.68,Buy,27.60 (+1.55%),"Oct 31, 2024",Travel Services,Consumer Discretionary,"Jan 18, 2013",NYSE,"41,000",https://www.nclhltd.com
JNPR,"Juniper Networks, Inc.",36.02,11.93B,5.03B,250.20M,331.09M,0.76,47.66,18.93,$0.88 (2.44%),"Dec 2, 2024","1,806,291",36.24,36.20,35.94 - 36.24,27.20 - 39.79,0.92,Hold,39.50 (+9.66%),"Oct 31, 2024",Communication Equipment,Technology,"Jun 25, 1999",NYSE,"11,144",https://www.juniper.net
TECH,Bio-Techne Corporation,74.87,11.90B,1.17B,150.68M,158.89M,0.95,78.86,38.88,$0.32 (0.43%),"Nov 8, 2024","860,523",73.81,74.39,72.73 - 75.13,61.16 - 85.57,1.28,Buy,81.78 (+9.23%),"Oct 30, 2024",Biotechnology,Healthcare,"Feb 9, 1989",NASDAQ,"3,050",https://www.bio-techne.com
AIZ,"Assurant, Inc.",228.68,11.73B,11.76B,741.40M,51.29M,14.00,16.33,13.79,$2.88 (1.26%),"Sep 3, 2024","244,730",227.80,227.44,226.16 - 229.06,160.12 - 230.55,0.57,Buy,218.67 (-4.38%),"Nov 5, 2024",Insurance - Property & Casualty,Financials,1892,NYSE,"13,600",https://www.assurant.com
BEN,"Franklin Resources, Inc.",22.21,11.63B,8.48B,432.20M,523.67M,0.85,26.18,9.23,$1.24 (5.58%),"Sep 30, 2024","2,682,858",22.45,22.72,21.97 - 22.49,18.95 - 30.32,1.40,Sell,21.87 (-1.53%),"Nov 4, 2024",Asset Management,Financials,1947,NYSE,"9,200",https://www.franklinresources.com
GNRC,Generac Holdings Inc.,192.26,11.44B,4.12B,292.37M,59.50M,4.82,39.90,23.27,n/a,n/a,"511,688",190.77,191.68,189.00 - 192.35,108.89 - 195.94,1.37,Buy,177.71 (-7.57%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,"Feb 11, 2010",NYSE,"8,600",https://www.generac.com
IPG,"The Interpublic Group of Companies, Inc.",30.63,11.41B,9.34B,808.20M,372.51M,2.13,14.42,11.17,$1.32 (4.29%),"Dec 2, 2024","4,025,169",30.50,30.68,30.40 - 30.83,26.88 - 35.17,1.09,Hold,31.25 (+2.02%),"Oct 22, 2024",Advertising Agencies,Communication Services,1902,NYSE,"57,400",https://www.interpublic.com
MGM,MGM Resorts International,37.55,11.18B,17.22B,903.35M,297.74M,2.82,13.33,16.42,n/a,n/a,"2,173,727",38.16,38.31,37.34 - 38.19,33.44 - 48.25,2.24,Strong Buy,53.38 (+42.16%),"Oct 30, 2024",Resorts & Casinos,Consumer Discretionary,1986,NYSE,"76,000",https://www.mgmresorts.com
CTLT,"Catalent, Inc.",60.75,11.03B,4.42B,-413.00M,181.51M,-2.28,n/a,53.94,n/a,n/a,"1,799,352",61.28,61.29,60.75 - 61.28,36.74 - 61.50,1.16,Hold,63.40 (+4.36%),"Nov 5, 2024",Drug Manufacturers - Specialty & Generic,Healthcare,"Jul 31, 2014",NYSE,"17,800",https://www.catalent.com
LW,"Lamb Weston Holdings, Inc.",76.83,10.96B,6.46B,618.10M,142.60M,4.26,18.04,16.66,$1.44 (1.87%),"Nov 1, 2024","1,475,242",76.94,76.78,75.78 - 77.73,52.99 - 111.88,0.72,Buy,79.89 (+3.98%),"Jan 2, 2025",Packaged Foods,Consumer Staples,1950,NYSE,"10,700",https://www.lambweston.com
AOS,A. O. Smith Corporation,73.90,10.72B,3.89B,561.20M,145.00M,3.79,19.50,18.77,$1.36 (1.84%),"Oct 31, 2024","596,381",74.53,75.43,73.78 - 74.59,70.73 - 92.45,1.17,Buy,86.71 (+17.33%),"Oct 22, 2024",Specialty Industrial Machinery,Industrials,1874,NYSE,"12,000",https://www.aosmith.com
PNW,Pinnacle West Capital Corporation,93.80,10.67B,5.02B,615.61M,113.70M,5.34,17.56,21.20,$3.58 (3.82%),"Nov 4, 2024","735,824",93.52,92.88,92.71 - 93.80,65.20 - 94.38,0.52,Buy,81.71 (-12.89%),"Nov 6, 2024",Utilities - Regulated Electric,Utilities,1985,NYSE,"6,113",https://www.pinnaclewest.com
LKQ,LKQ Corporation,39.00,10.14B,14.50B,711.00M,259.96M,2.67,14.59,10.86,$1.20 (3.08%),"Nov 14, 2024","1,514,588",39.49,39.76,38.83 - 39.49,35.57 - 53.68,1.29,Strong Buy,55.83 (+43.15%),"Oct 24, 2024",Auto Parts,Consumer Discretionary,"Oct 3, 2003",NASDAQ,"49,000",https://www.lkqcorp.com
CRL,"Charles River Laboratories International, Inc.",197.75,10.11B,4.06B,413.08M,51.14M,8.00,24.75,19.65,n/a,n/a,"329,735",198.75,201.30,194.05 - 198.75,176.48 - 275.00,1.38,Hold,212.09 (+7.25%),"Nov 6, 2024",Diagnostics & Research,Healthcare,"Jun 23, 2000",NYSE,"21,800",https://www.criver.com
WYNN,"Wynn Resorts, Limited",91.86,10.00B,7.13B,953.26M,108.84M,8.43,10.90,18.62,$1.00 (1.09%),"Nov 15, 2024","1,613,154",93.07,93.45,91.63 - 93.07,71.63 - 110.38,1.80,Strong Buy,117.15 (+27.53%),"Nov 4, 2024",Resorts & Casinos,Consumer Discretionary,"Oct 25, 2002",NASDAQ,"27,800",https://www.wynnresorts.com
FRT,Federal Realty Investment Trust,115.90,9.92B,1.19B,284.44M,85.59M,3.44,33.76,37.08,$4.40 (3.80%),"Jan 2, 2025","558,113",116.07,115.98,115.15 - 116.21,92.78 - 118.34,1.26,Buy,120.00 (+3.54%),"Oct 30, 2024",REIT - Retail,Real Estate,1962,NYSE,304,https://www.federalrealty.com
MKTX,MarketAxess Holdings Inc.,261.02,9.84B,811.94M,278.67M,37.70M,7.39,35.58,33.41,$2.96 (1.13%),"Nov 20, 2024","221,642",263.85,263.80,260.89 - 264.63,192.42 - 297.97,1.05,Hold,267.50 (+2.48%),"Nov 6, 2024",Capital Markets,Financials,"Nov 5, 2004",NASDAQ,881,https://www.marketaxess.com
HSIC,"Henry Schein, Inc.",77.28,9.64B,12.50B,314.00M,124.68M,2.42,31.88,15.46,n/a,n/a,"1,994,735",76.55,76.84,75.26 - 77.37,63.67 - 82.63,0.87,Buy,78.89 (+2.08%),"Nov 5, 2024",Medical Distribution,Healthcare,"Nov 3, 1995",NASDAQ,"25,000",https://www.henryschein.com
ENPH,"Enphase Energy, Inc.",70.50,9.53B,1.25B,61.42M,135.11M,0.44,162.05,20.35,n/a,n/a,"4,412,576",70.89,71.91,68.71 - 71.46,58.33 - 141.63,1.77,Buy,101.17 (+43.5%),"Oct 22, 2024",Solar,Technology,"Mar 30, 2012",NASDAQ,"3,157",https://www.enphase.com
GL,Globe Life Inc.,111.43,9.35B,5.73B,1.09B,83.95M,11.80,9.44,8.46,$0.96 (0.86%),"Oct 4, 2024","273,142",111.12,111.38,109.82 - 112.20,38.95 - 132.00,0.81,Buy,124.50 (+11.73%),"Oct 23, 2024",Insurance - Life,Financials,1900,NYSE,"3,636",
AES,The AES Corporation,12.58,8.94B,12.28B,1.03B,711.03M,1.44,8.75,6.23,$0.69 (5.50%),"Nov 1, 2024","20,823,588",13.00,13.16,12.53 - 13.02,12.53 - 22.21,1.09,Buy,22.00 (+74.88%),"Oct 31, 2024",Utilities - Diversified,Utilities,"Jun 25, 1991",NYSE,"9,600",https://www.aes.com
HAS,"Hasbro, Inc.",64.00,8.93B,4.32B,-641.20M,139.50M,-4.60,n/a,15.46,$2.80 (4.38%),"Nov 20, 2024","1,571,162",64.01,64.35,62.88 - 64.05,44.85 - 73.46,0.62,Strong Buy,78.00 (+21.88%),"Oct 24, 2024",Leisure,Consumer Discretionary,1923,NASDAQ,"5,502",https://shop.hasbro.com/en-in
TFX,Teleflex Incorporated,191.01,8.87B,3.03B,237.44M,46.44M,5.03,37.99,12.75,$1.36 (0.71%),"Nov 15, 2024","375,195",195.36,194.64,188.95 - 195.36,185.66 - 257.85,1.18,Buy,259.00 (+35.6%),"Oct 31, 2024",Medical Instruments & Supplies,Healthcare,1943,NYSE,"14,500",https://www.teleflex.com
MHK,"Mohawk Industries, Inc.",139.92,8.83B,10.81B,563.98M,63.12M,8.85,15.82,13.30,n/a,n/a,"407,762",142.64,145.03,139.26 - 143.47,83.15 - 164.29,1.39,Buy,160.38 (+14.62%),"Oct 24, 2024","Furnishings, Fixtures & Appliances",Consumer Discretionary,"Apr 1, 1992",NYSE,"43,300",https://www.mohawkind.com
APA,APA Corporation,22.52,8.33B,8.96B,2.22B,369.95M,6.58,3.42,6.50,$1.00 (4.44%),"Oct 22, 2024","4,403,344",22.76,22.67,22.25 - 22.82,21.15 - 37.82,3.24,Hold,32.37 (+43.74%),"Nov 6, 2024",Oil & Gas Exploration & Production,Energy,1954,NASDAQ,"2,271",https://www.apacorp.com
CZR,"Caesars Entertainment, Inc.",38.68,8.22B,11.27B,-361.00M,212.48M,-1.67,n/a,43.54,n/a,n/a,"2,200,453",39.25,39.42,38.30 - 39.40,31.74 - 50.51,2.96,Strong Buy,52.62 (+36.04%),"Oct 29, 2024",Resorts & Casinos,Consumer Discretionary,"Dec 13, 1989",NASDAQ,"51,000",https://www.caesars.com
MTCH,"Match Group, Inc.",32.66,8.20B,3.49B,622.64M,251.09M,2.24,14.55,9.77,n/a,n/a,"2,582,803",32.51,32.57,31.77 - 32.79,27.66 - 42.43,1.49,Buy,41.00 (+25.54%),"Nov 6, 2024",Internet Content & Information,Communication Services,"Nov 19, 2015",NASDAQ,"2,620",https://www.mtch.com
IVZ,Invesco Ltd.,18.15,8.16B,5.89B,-413.60M,449.44M,-0.91,n/a,9.80,$0.82 (4.52%),"Nov 14, 2024","1,961,284",18.11,18.15,17.89 - 18.16,13.53 - 18.94,1.42,Hold,18.71 (+3.09%),"Oct 22, 2024",Asset Management,Financials,"Aug 24, 1995",NYSE,"8,489",https://www.invesco.com
MOS,The Mosaic Company,25.40,8.07B,11.46B,371.20M,317.65M,1.15,22.07,10.72,$0.84 (3.31%),"Sep 5, 2024","3,178,167",26.00,26.23,25.32 - 26.03,24.12 - 38.30,1.36,Buy,32.50 (+27.95%),"Nov 12, 2024",Agricultural Inputs,Materials,"Oct 25, 2004",NYSE,"14,049",https://www.mosaicco.com
CE,Celanese Corporation,72.85,7.96B,10.48B,1.09B,109.31M,9.95,7.32,8.93,$2.80 (3.84%),"Oct 30, 2024","1,937,652",75.45,76.50,72.78 - 75.84,71.38 - 172.16,1.30,Hold,115.47 (+58.5%),"Nov 4, 2024",Chemicals,Materials,"Jan 21, 2005",NYSE,"12,410",https://www.celanese.com
HII,"Huntington Ingalls Industries, Inc.",197.98,7.75B,11.71B,701.00M,39.13M,17.73,11.16,14.03,$5.40 (2.73%),"Nov 29, 2024","455,859",198.02,198.88,196.49 - 199.00,184.29 - 299.50,0.55,Hold,228.89 (+15.61%),"Oct 31, 2024",Aerospace & Defense,Industrials,1886,NYSE,"44,000",https://www.hii.com
WBA,"Walgreens Boots Alliance, Inc.",8.73,7.55B,147.66B,-8.64B,864.62M,-10.01,n/a,5.56,$1.00 (11.46%),"Nov 18, 2024","16,004,862",8.96,9.06,8.66 - 8.97,8.08 - 27.05,0.67,Hold,12.88 (+47.54%),"Jan 2, 2025",Pharmaceutical Retailers,Healthcare,1901,NASDAQ,"331,000",
FMC,FMC Corporation,59.97,7.49B,4.17B,1.45B,124.84M,11.60,5.17,13.26,$2.32 (3.87%),"Sep 30, 2024","996,714",59.95,60.62,59.61 - 61.26,50.03 - 68.72,0.85,Hold,68.00 (+13.39%),"Oct 29, 2024",Agricultural Inputs,Materials,1910,NYSE,"6,600",https://www.fmc.com
BWA,BorgWarner Inc.,34.17,7.47B,14.17B,897.00M,218.70M,3.93,8.69,7.73,$0.44 (1.29%),"Sep 3, 2024","1,639,284",34.65,35.18,33.90 - 34.85,29.51 - 38.23,1.19,Buy,41.67 (+21.95%),"Oct 31, 2024",Auto Parts,Consumer Discretionary,"Aug 12, 1993",NYSE,"39,900",https://www.borgwarner.com
PARA,Paramount Global,10.64,7.10B,28.87B,-5.48B,666.98M,-8.30,n/a,7.15,$0.20 (1.88%),"Dec 16, 2024","12,353,568",11.11,11.12,10.60 - 11.19,9.54 - 17.50,1.77,Sell,12.17 (+14.38%),"Nov 8, 2024",Entertainment,Communication Services,1986,NASDAQ,"21,900",https://www.paramount.com
QRVO,"Qorvo, Inc.",68.15,6.44B,3.95B,-141.22M,94.53M,-1.47,n/a,14.30,n/a,n/a,"1,719,425",69.95,69.71,67.60 - 69.95,64.98 - 130.99,1.49,Hold,96.31 (+41.32%),"Oct 29, 2024",Semiconductors,Technology,"Jun 3, 1997",NASDAQ,"8,700",https://www.qorvo.com
AMTM,"Amentum Holdings, Inc.",24.61,5.99B,5.62B,257.00M,243.30M,n/a,23.30,15.19,n/a,n/a,"937,612",24.59,24.81,24.36 - 25.96,21.24 - 34.50,n/a,Strong Buy,30.50 (+23.93%),"Dec 17, 2024",Specialty Business Services,Industrials,2020,NYSE,,https://www.amentum.com
